project_id,project_name,project_type,business_unit,methodology,priority_level,planned_budget_usd,actual_cost_usd,cost_variance_percent,schedule_variance_percent,schedule_variance_days,spi,cpi,planned_value_usd,earned_value_usd,completed_tasks_percent,open_risks_count,open_issues_count,scope_changes_count,resource_utilization_percent,stakeholder_sentiment_score,risk_score,status,recovery_priority,expected_recovery_timeline,recommended_action,start_date,planned_end_date,forecast_end_date
PRJ-0351,Customer Portal Revamp 351,Customer Portal Revamp,Risk & Compliance,Agile,High,146007,141889.6,-2.82,3.61,5,1.04,1.02,128486.16,133625.61,88,2,3,2,83,4.7,27.39,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-23,2026-07-06,2026-07-11
PRJ-0352,AI Adoption Program 352,AI Adoption Program,Enterprise PMO,Agile,High,352637,348440.62,-1.19,0.6,1,1.05,0.97,313846.93,329539.28,89,2,3,0,81,4.9,13.68,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-05-27,2026-05-26,2026-05-27
PRJ-0353,ITSM Transformation 353,ITSM Transformation,Operations,Waterfall,High,471880,507035.06,7.45,7.17,18,0.9,0.89,311440.8,280296.72,66,5,4,2,92,3.3,71.56,Red,High,6-8 weeks,Add temporary resources or rebalance workload,2025-03-17,2025-12-08,2025-12-26
PRJ-0354,Customer Portal Revamp 354,Customer Portal Revamp,HR,Hybrid,Medium,106135,106389.72,0.24,1.5,-1,1.07,1.09,87030.7,93122.85,82,0,2,2,84,4.3,22.24,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-22,2026-09-17,2026-09-17
PRJ-0355,Data Governance Program 355,Data Governance Program,Operations,Hybrid,High,1670545,2156506.54,29.09,33.83,27,0.63,0.73,735039.8,463075.07,44,9,14,9,95,2.1,196.09,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-06-17,2025-11-01,2025-11-28
PRJ-0356,ERP Implementation 356,ERP Implementation,Enterprise PMO,Hybrid,High,371427,366115.59,-1.43,-1.41,4,1.04,1.09,349141.38,363107.04,94,3,1,1,72,4.6,15.7,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-29,2026-01-15,2026-01-19
PRJ-0357,Customer Portal Revamp 357,Customer Portal Revamp,Risk & Compliance,Agile,Critical,470941,457283.71,-2.9,0.41,1,1.08,1.08,376752.8,406893.02,80,1,3,2,75,4.8,16.63,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-03-25,2025-11-17,2025-11-18
PRJ-0358,Business Intelligence Dashboard 358,Business Intelligence Dashboard,Risk & Compliance,Agile,High,297877,296179.1,-0.57,4.92,5,1.08,0.97,285961.92,308838.87,96,3,0,0,75,4.6,17.1,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-01,2026-03-18,2026-03-23
PRJ-0359,ITSM Transformation 359,ITSM Transformation,Marketing,Hybrid,High,1085746,1297792.19,19.53,25.78,60,0.71,0.79,477728.24,339187.05,44,13,15,9,99,1.8,192.95,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-03-20,2025-06-19,2025-08-18
PRJ-0360,Infrastructure Refresh 360,Infrastructure Refresh,Sales,Waterfall,High,765572,783409.83,2.33,0.01,-1,1.02,1.06,650736.2,663750.92,85,0,0,1,77,5.0,5.81,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-03,2026-03-07,2026-03-07
PRJ-0361,Customer Portal Revamp 361,Customer Portal Revamp,Enterprise PMO,Hybrid,Medium,799231,805704.77,0.81,2.86,-2,1.0,1.06,623400.18,623400.18,78,2,1,2,63,4.1,24.89,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-21,2026-11-12,2026-11-12
PRJ-0362,Data Warehouse Migration 362,Data Warehouse Migration,Customer Experience,Agile,Medium,453276,441445.5,-2.61,0.04,7,1.07,1.03,444210.48,475305.21,98,1,0,2,67,4.5,12.55,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-02-28,2026-11-06,2026-11-13
PRJ-0363,AI Adoption Program 363,AI Adoption Program,Sales,Hybrid,High,688222,686914.38,-0.19,-0.99,-1,1.02,1.01,640046.46,652847.39,93,3,2,0,65,4.2,17.9,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-24,2026-04-06,2026-04-06
PRJ-0364,Procurement Automation 364,Procurement Automation,Marketing,Hybrid,High,637942,655166.43,2.7,2.92,-2,1.01,1.09,516733.02,521900.35,81,1,0,1,73,4.3,18.14,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-03-13,2025-12-13,2025-12-13
PRJ-0365,Identity Access Management 365,Identity Access Management,Enterprise PMO,Hybrid,Critical,399484,388418.29,-2.77,3.7,0,0.98,1.06,339561.4,332770.17,85,2,1,0,66,5.0,11.81,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-20,2026-10-23,2026-10-23
PRJ-0366,Cybersecurity Program 366,Cybersecurity Program,Finance,Agile,Medium,285888,279770.0,-2.14,3.55,5,1.03,1.03,245863.68,253239.59,86,0,0,1,83,4.0,18.91,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-02-05,2026-06-24,2026-06-29
PRJ-0367,Cybersecurity Program 367,Cybersecurity Program,Enterprise PMO,Agile,Critical,448609,436182.53,-2.77,-0.98,1,1.07,1.01,372345.47,398409.65,83,1,0,0,80,4.8,4.1,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-22,2026-04-17,2026-04-18
PRJ-0368,Procurement Automation 368,Procurement Automation,Sales,Agile,High,183479,191533.73,4.39,4.44,4,1.0,1.04,168800.68,168800.68,92,0,1,1,74,4.4,20.84,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-27,2026-04-15,2026-04-19
PRJ-0369,Business Intelligence Dashboard 369,Business Intelligence Dashboard,Finance,Hybrid,Medium,624973,613036.02,-1.91,3.34,1,1.03,0.97,549976.24,566475.53,88,3,0,1,71,4.5,18.84,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-18,2026-08-24,2026-08-25
PRJ-0370,Identity Access Management 370,Identity Access Management,Procurement,Hybrid,Medium,1041821,1378120.82,32.28,37.58,55,0.82,0.68,260455.25,213573.3,25,16,18,5,98,2.1,221.59,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-03-03,2025-07-14,2025-09-07
PRJ-0371,Data Warehouse Migration 371,Data Warehouse Migration,Risk & Compliance,Agile,High,256919,250547.41,-2.48,4.83,2,0.98,1.08,231227.1,226602.56,90,0,1,1,77,4.3,16.88,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-23,2026-09-09,2026-09-11
PRJ-0372,Payment Platform Upgrade 372,Payment Platform Upgrade,Customer Experience,Hybrid,High,588069,594478.95,1.09,-0.97,4,0.97,1.0,546904.17,530497.04,93,1,1,0,65,4.7,8.21,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-09-13,2026-01-15,2026-01-19
PRJ-0373,Cloud Migration 373,Cloud Migration,Operations,Agile,High,732179,746749.36,1.99,3.32,7,1.05,1.07,673604.68,707284.91,92,1,2,2,77,4.5,23.2,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-10-05,2026-05-16,2026-05-23
PRJ-0374,Mobile App Development 374,Mobile App Development,Marketing,Hybrid,Critical,531313,552778.05,4.04,-1.17,4,1.0,1.01,488807.96,488807.96,92,0,0,0,79,4.7,7.25,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-28,2026-08-30,2026-09-03
PRJ-0375,ITSM Transformation 375,ITSM Transformation,HR,Agile,Medium,194695,197712.77,1.55,1.43,5,1.04,1.04,181066.35,188309.0,93,1,0,1,70,4.5,13.22,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-12,2026-08-22,2026-08-27
PRJ-0376,Customer Portal Revamp 376,Customer Portal Revamp,Sales,Agile,Low,464208,463233.16,-0.21,3.19,-3,1.05,1.05,417787.2,438676.56,90,0,3,1,73,4.4,17.95,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-05,2026-04-02,2026-04-02
PRJ-0377,License Optimization 377,License Optimization,Procurement,Agile,Medium,148681,154553.9,3.95,-1.2,-1,0.96,1.01,136786.52,131315.06,92,3,3,1,62,4.7,23.64,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-06-12,2025-09-21,2025-09-21
PRJ-0378,Payment Platform Upgrade 378,Payment Platform Upgrade,Enterprise PMO,Agile,High,359834,403805.71,12.22,8.06,23,0.9,0.92,233892.1,210502.89,65,5,7,4,87,3.9,80.14,Red,Critical,6-8 weeks,,2025-09-12,2026-03-24,2026-04-16
PRJ-0379,CRM Modernization 379,CRM Modernization,Marketing,Agile,Medium,681380,682879.04,0.22,-0.42,-2,1.05,1.04,654124.8,686831.04,96,2,2,0,80,4.8,10.86,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-07,2026-07-06,2026-07-06
PRJ-0380,Procurement Automation 380,Procurement Automation,Customer Experience,Hybrid,High,394477,396291.59,0.46,1.78,0,1.01,1.0,370808.38,374516.46,94,3,1,0,82,4.7,16.97,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-10-23,2026-04-26,2026-04-26
PRJ-0381,Network Modernization 381,Network Modernization,Procurement,Hybrid,High,1373804,1838287.13,33.81,29.25,52,0.81,0.77,384665.12,311578.75,28,12,13,8,94,1.8,199.6,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-08-11,2026-04-11,2026-06-02
PRJ-0382,Business Intelligence Dashboard 382,Business Intelligence Dashboard,Customer Experience,Waterfall,Critical,1014945,1100200.38,8.4,8.87,13,0.87,0.91,680013.15,591611.44,67,5,3,3,85,3.0,70.61,Red,High,6-8 weeks,,2025-08-26,2026-05-01,2026-05-14
PRJ-0383,Network Modernization 383,Network Modernization,Marketing,Waterfall,Medium,1097209,1306007.87,19.03,20.14,41,0.78,0.66,658325.4,513493.81,60,11,18,5,99,2.6,167.62,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-02-12,2025-06-10,2025-07-21
PRJ-0384,Mobile App Development 384,Mobile App Development,Enterprise PMO,Agile,Low,1774353,2284656.92,28.76,37.37,50,0.82,0.77,585536.49,480139.92,33,12,9,9,100,2.8,197.69,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-12-07,2026-11-29,2027-01-18
PRJ-0385,Data Governance Program 385,Data Governance Program,Marketing,Agile,Critical,208216,214858.09,3.19,0.19,6,1.05,1.07,176983.6,185832.78,85,3,1,0,65,4.2,19.97,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-14,2026-04-01,2026-04-07
PRJ-0386,Business Intelligence Dashboard 386,Business Intelligence Dashboard,Sales,Waterfall,Low,198448,197515.29,-0.47,0.97,7,0.99,1.0,162727.36,161100.09,82,2,3,2,73,4.8,19.86,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-27,2026-03-07,2026-03-14
PRJ-0387,Digital Workplace Rollout 387,Digital Workplace Rollout,IT,Waterfall,High,1255273,1516495.31,20.81,25.85,48,0.81,0.76,740611.07,599894.97,59,12,15,8,92,2.8,173.38,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-05-11,2026-02-26,2026-04-15
PRJ-0388,AI Adoption Program 388,AI Adoption Program,Finance,Waterfall,High,248010,258748.83,4.33,2.42,7,1.01,0.96,198408.0,200392.08,80,3,3,2,75,4.9,28.64,Amber,Low,2-4 weeks,,2026-01-03,2026-09-20,2026-09-27
PRJ-0389,Business Intelligence Dashboard 389,Business Intelligence Dashboard,Finance,Waterfall,High,448948,450609.11,0.37,3.1,5,1.05,1.02,350179.44,367688.41,78,0,1,2,76,4.8,14.07,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-02,2025-06-10,2025-06-15
PRJ-0390,Payment Platform Upgrade 390,Payment Platform Upgrade,Procurement,Hybrid,Medium,245488,243033.12,-1.0,2.99,7,1.05,1.08,243033.12,255184.78,99,3,2,1,77,4.9,19.19,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-05-14,2025-10-19,2025-10-26
PRJ-0391,ITSM Transformation 391,ITSM Transformation,Enterprise PMO,Waterfall,High,514631,514322.22,-0.06,0.75,3,1.07,1.08,437436.35,468056.89,85,0,0,2,82,4.6,12.38,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-02-15,2025-09-10,2025-09-13
PRJ-0392,Identity Access Management 392,Identity Access Management,Procurement,Agile,Critical,728024,731154.5,0.43,-0.18,-2,1.07,0.98,698903.04,747826.25,96,0,0,2,78,4.4,11.32,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-02-28,2027-01-16,2027-01-16
PRJ-0393,Network Modernization 393,Network Modernization,Finance,Agile,Medium,1366535,1659930.06,21.47,28.37,33,0.7,0.65,519283.3,363498.31,38,13,18,6,98,1.8,194.54,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-01-15,2025-06-28,2025-07-31
PRJ-0394,AI Adoption Program 394,AI Adoption Program,Sales,Agile,Medium,691218,708291.08,2.47,1.21,-3,1.02,1.08,622096.2,634538.12,90,1,3,2,75,4.7,21.44,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-02-07,2025-09-16,2025-09-16
PRJ-0395,Cybersecurity Program 395,Cybersecurity Program,Marketing,Agile,Medium,451512,473952.15,4.97,4.58,6,1.05,1.07,352179.36,369788.33,78,2,3,1,74,4.7,28.32,Amber,Low,2-4 weeks,,2025-10-14,2026-03-20,2026-03-26
PRJ-0396,ERP Implementation 396,ERP Implementation,Enterprise PMO,Agile,Medium,435652,453165.21,4.02,-1.08,2,1.05,1.02,374660.72,393393.76,86,0,2,0,66,4.5,12.82,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-18,2026-09-08,2026-09-10
PRJ-0397,Customer Portal Revamp 397,Customer Portal Revamp,Risk & Compliance,Agile,Critical,703140,778024.41,10.65,10.36,13,0.87,0.95,555480.6,483268.12,79,5,7,5,82,3.2,84.35,Red,Critical,6-8 weeks,Freeze non-critical scope changes,2025-04-28,2025-08-23,2025-09-05
PRJ-0398,ITSM Transformation 398,ITSM Transformation,IT,Hybrid,Medium,201660,211662.34,4.96,4.49,-3,1.01,1.1,191577.0,193492.77,95,3,3,1,65,4.8,29.89,Amber,Low,2-4 weeks,,2025-03-05,2025-08-17,2025-08-17
PRJ-0399,Customer Portal Revamp 399,Customer Portal Revamp,Finance,Agile,Medium,1216900,1379964.6,13.4,11.63,14,0.9,0.95,863999.0,777599.1,71,8,4,5,83,3.2,91.9,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee; Freeze non-critical scope changes,2025-12-13,2026-11-23,2026-12-07
PRJ-0400,Cybersecurity Program 400,Cybersecurity Program,Customer Experience,Agile,High,976633,1068045.85,9.36,15.29,11,0.93,0.86,556680.81,517713.15,57,7,8,5,89,3.6,100.71,Red,Critical,6-8 weeks,Create issue war-room and assign owners; Freeze non-critical scope changes,2025-11-01,2026-06-16,2026-06-27
PRJ-0401,Cloud Migration 401,Cloud Migration,Customer Experience,Waterfall,High,1612794,2161143.96,34.0,40.0,33,0.65,0.61,693501.42,450775.92,43,14,8,10,93,2.3,209.7,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-02-17,2025-11-29,2026-01-01
PRJ-0402,Payment Platform Upgrade 402,Payment Platform Upgrade,Sales,Agile,Critical,624082,726369.04,16.39,21.79,49,0.78,0.67,212187.88,165506.55,34,10,12,8,98,2.5,160.8,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-12-17,2026-08-22,2026-10-10
PRJ-0403,Digital Workplace Rollout 403,Digital Workplace Rollout,Operations,Agile,Low,289580,292244.14,0.92,4.2,4,0.99,1.04,231664.0,229347.36,80,3,2,2,67,4.4,28.86,Amber,Low,2-4 weeks,,2025-02-17,2025-12-22,2025-12-26
PRJ-0404,ERP Implementation 404,ERP Implementation,Marketing,Agile,Medium,799571,821239.37,2.71,4.51,5,1.04,1.03,695626.77,723451.84,87,3,3,0,77,4.3,28.21,Amber,Low,2-4 weeks,,2025-12-17,2026-05-21,2026-05-26
PRJ-0405,AI Adoption Program 405,AI Adoption Program,Procurement,Hybrid,Medium,160250,167204.85,4.34,1.59,5,1.01,0.97,158647.5,160233.98,99,2,2,1,80,4.1,26.48,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-09,2025-12-22,2025-12-27
PRJ-0406,Cybersecurity Program 406,Cybersecurity Program,HR,Agile,Medium,167336,167888.21,0.33,2.93,2,1.03,1.02,165662.64,170632.52,99,3,2,1,67,4.2,25.1,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-18,2026-05-28,2026-05-30
PRJ-0407,Digital Workplace Rollout 407,Digital Workplace Rollout,Sales,Waterfall,Low,86131,86268.81,0.16,-1.91,7,1.02,1.06,85269.69,86975.08,99,3,2,2,81,4.4,23.59,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-02-16,2026-12-05,2026-12-12
PRJ-0408,AI Adoption Program 408,AI Adoption Program,Finance,Agile,Low,96656,99140.06,2.57,-0.68,-3,0.99,1.05,94722.88,93775.65,98,1,3,2,79,4.2,23.98,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-30,2026-10-01,2026-10-01
PRJ-0409,Identity Access Management 409,Identity Access Management,Operations,Hybrid,Low,239826,246804.94,2.91,1.12,4,1.02,1.08,230232.96,234837.62,96,1,1,1,80,4.8,14.05,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-27,2025-11-13,2025-11-17
PRJ-0410,Mobile App Development 410,Mobile App Development,IT,Agile,High,515878,535429.78,3.79,3.16,6,1.05,1.1,407543.62,427920.8,79,3,3,1,78,4.6,28.36,Amber,Low,2-4 weeks,,2025-04-29,2026-04-03,2026-04-09
PRJ-0411,ERP Implementation 411,ERP Implementation,Marketing,Agile,High,711719,811644.35,14.04,10.17,23,0.85,0.91,533789.25,453720.86,75,6,6,5,82,3.1,89.47,Red,Critical,6-8 weeks,Freeze non-critical scope changes,2025-08-29,2026-03-05,2026-03-28
PRJ-0412,Customer Portal Revamp 412,Customer Portal Revamp,HR,Agile,Medium,1672510,2232968.1,33.51,36.63,54,0.63,0.67,819529.9,516303.84,49,15,18,10,97,2.6,229.23,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-11-15,2026-05-06,2026-06-29
PRJ-0413,Procurement Automation 413,Procurement Automation,Sales,Hybrid,Low,261708,258044.09,-1.4,2.24,-2,1.06,1.09,243388.44,257991.75,93,2,1,0,79,4.0,17.91,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-03,2025-10-10,2025-10-10
PRJ-0414,Infrastructure Refresh 414,Infrastructure Refresh,Customer Experience,Hybrid,Medium,2361743,2754028.51,16.61,18.46,52,0.63,0.65,1417045.8,892738.85,60,12,15,7,97,2.6,162.83,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2026-01-30,2026-05-23,2026-07-14
PRJ-0415,DevOps Enablement 415,DevOps Enablement,Sales,Waterfall,Critical,2784573,3584302.37,28.72,33.25,53,0.78,0.82,891063.36,695029.42,32,10,17,9,93,2.7,196.39,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-09-17,2026-01-06,2026-02-28
PRJ-0416,Cybersecurity Program 416,Cybersecurity Program,Operations,Hybrid,Critical,908642,1179780.77,29.84,33.29,57,0.71,0.8,308938.28,219346.18,34,14,13,6,93,2.7,190.79,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-08-01,2026-06-11,2026-08-07
PRJ-0417,Cloud Migration 417,Cloud Migration,Procurement,Waterfall,Medium,259581,253558.72,-2.32,0.61,3,1.0,1.05,212856.42,212856.42,82,3,1,0,75,4.4,15.09,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-23,2026-06-18,2026-06-21
PRJ-0418,Vendor Management Platform 418,Vendor Management Platform,Customer Experience,Waterfall,Medium,1234958,1413903.41,14.49,6.85,18,0.88,0.92,839771.44,738998.87,68,4,6,2,92,3.8,77.09,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2025-10-22,2026-04-07,2026-04-25
PRJ-0419,ERP Implementation 419,ERP Implementation,Marketing,Waterfall,Medium,2572010,3410485.26,32.6,33.6,45,0.81,0.6,1080244.2,874997.8,42,11,14,8,95,2.7,197.2,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-12-24,2026-11-05,2026-12-20
PRJ-0420,Customer Portal Revamp 420,Customer Portal Revamp,Risk & Compliance,Hybrid,Critical,643539,641479.68,-0.32,3.08,-1,1.02,1.04,540572.76,551384.22,84,0,2,2,72,4.8,15.6,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-12,2025-07-02,2025-07-02
PRJ-0421,Cloud Migration 421,Cloud Migration,Marketing,Hybrid,Medium,1036562,1190802.43,14.88,7.1,9,0.93,0.87,735959.02,684441.89,71,6,3,2,94,3.6,80.69,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2025-08-18,2026-01-18,2026-01-27
PRJ-0422,AI Adoption Program 422,AI Adoption Program,Enterprise PMO,Hybrid,Medium,2689381,3408790.42,26.75,37.57,59,0.79,0.65,1183327.64,934828.84,44,13,18,10,94,2.5,214.84,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2026-01-13,2027-01-04,2027-03-04
PRJ-0423,License Optimization 423,License Optimization,Finance,Agile,High,907632,999212.07,10.09,7.47,21,0.93,0.85,508273.92,472694.75,56,7,4,5,85,3.4,80.62,Red,Critical,6-8 weeks,Freeze non-critical scope changes,2025-12-13,2026-09-18,2026-10-09
PRJ-0424,Vendor Management Platform 424,Vendor Management Platform,Risk & Compliance,Hybrid,High,356502,362455.58,1.67,2.46,4,1.04,1.09,324416.82,337393.49,91,1,1,2,66,4.5,19.7,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-03-08,2026-01-26,2026-01-30
PRJ-0425,Vendor Management Platform 425,Vendor Management Platform,Marketing,Agile,Medium,244458,255580.84,4.55,0.59,-2,1.03,1.02,198010.98,203951.31,81,2,2,0,78,4.2,21.63,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-06-06,2026-03-13,2026-03-13
PRJ-0426,Customer Portal Revamp 426,Customer Portal Revamp,Sales,Agile,Low,698265,700848.58,0.37,4.56,1,1.07,0.99,649386.45,694843.5,93,0,0,2,73,4.1,19.57,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-02,2025-11-22,2025-11-23
PRJ-0427,Network Modernization 427,Network Modernization,Enterprise PMO,Agile,Medium,475633,479438.06,0.8,3.04,6,0.98,0.98,466120.34,456797.93,98,3,3,2,76,4.1,31.61,Amber,Low,2-4 weeks,,2025-02-15,2025-10-29,2025-11-04
PRJ-0428,Digital Workplace Rollout 428,Digital Workplace Rollout,Enterprise PMO,Agile,Medium,647273,630249.72,-2.63,2.69,4,1.05,1.05,537236.59,564098.42,83,0,2,2,82,4.1,22.9,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-09,2025-08-20,2025-08-24
PRJ-0429,Digital Workplace Rollout 429,Digital Workplace Rollout,Marketing,Hybrid,Low,547191,617012.57,12.76,11.03,8,0.85,0.94,328314.6,279067.41,60,4,5,3,85,3.7,74.55,Red,High,6-8 weeks,,2025-02-13,2025-12-27,2026-01-04
PRJ-0430,DevOps Enablement 430,DevOps Enablement,Enterprise PMO,Agile,High,104393,104100.7,-0.28,-0.74,-3,1.06,1.0,89777.98,95164.66,86,0,0,0,79,4.2,6.4,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-04,2025-09-14,2025-09-14
PRJ-0431,Infrastructure Refresh 431,Infrastructure Refresh,Finance,Agile,Critical,273551,305091.43,11.53,9.25,8,0.92,0.87,158659.58,145966.81,58,6,4,5,87,3.2,85.96,Red,Critical,6-8 weeks,Freeze non-critical scope changes,2025-01-27,2025-06-27,2025-07-05
PRJ-0432,Procurement Automation 432,Procurement Automation,Procurement,Hybrid,High,608924,609411.14,0.08,-1.19,-3,1.0,1.04,487139.2,487139.2,80,3,0,1,82,4.2,19.2,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-05-18,2025-08-25,2025-08-25
PRJ-0433,DevOps Enablement 433,DevOps Enablement,Enterprise PMO,Hybrid,Medium,413342,449468.09,8.74,10.07,10,0.93,0.9,330673.6,307526.45,80,5,5,3,94,3.2,84.88,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2025-10-12,2026-08-14,2026-08-24
PRJ-0434,Identity Access Management 434,Identity Access Management,IT,Agile,Medium,756600,846484.08,11.88,7.67,9,0.94,0.89,559884.0,526290.96,74,6,8,5,87,3.8,87.53,Red,Critical,6-8 weeks,Create issue war-room and assign owners; Freeze non-critical scope changes,2025-10-27,2026-05-13,2026-05-22
PRJ-0435,Vendor Management Platform 435,Vendor Management Platform,Sales,Agile,High,780484,833634.96,6.81,12.98,12,0.92,0.95,530729.12,488270.79,68,5,7,4,92,3.9,85.55,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2026-01-21,2026-09-01,2026-09-13
PRJ-0436,Identity Access Management 436,Identity Access Management,Sales,Agile,Critical,562134,588385.66,4.67,0.3,-1,1.04,0.96,522784.62,543696.0,93,0,0,2,67,4.4,16.79,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-26,2027-01-01,2027-01-01
PRJ-0437,Payment Platform Upgrade 437,Payment Platform Upgrade,Marketing,Agile,Critical,1279629,1359989.7,6.28,14.32,22,0.91,0.88,1036499.49,943214.54,81,7,7,4,88,3.2,92.85,Red,Critical,6-8 weeks,,2025-03-05,2025-06-07,2025-06-29
